rep_new,policy_level,date,organisation,purpose,department,others_at_the_meeting,source,registrant_additional_information,portal_source,RecordId,tag
Rt Hon Jeremy Wright QC MP,Attorney General,20/01/2016,"Nils Muizneiks, Commissioner for Human Rights, Council of Europe",Discussion of the UK's role and relationship with the ECHR,Attorney General's Office,,,,UK Government,100,
Rt Hon Jeremy Wright QC MP,Attorney General,25/01/2016,President of the Queen's Bench Division,Discussion of criminal justice and court reform,Attorney General's Office,,,,UK Government,101,
Rt Hon Jeremy Wright QC MP,Attorney General,27/01/2016,Chantal-Aimee Doerries QC,Introductory meeting,Attorney General's Office,,,,UK Government,102,
Rt Hon Jeremy Wright QC MP,Attorney General,01/02/2016,Met Police Commissioner,Meeting to discuss firearms review,Attorney General's Office,,,,UK Government,103,
Rt Hon Jeremy Wright QC MP,Attorney General,08/02/2016,Lord Chief Justice,Discussion of criminal justice policy.,Attorney General's Office,,,,UK Government,104,
Rt Hon Jeremy Wright QC MP,Attorney General,22/02/2016,Solicitors Regulation Authority CEO Paul Philip,Regular meeting to discuss issues relating to solicitor regulation,Attorney General's Office,,,,UK Government,105,
Rt Hon Jeremy Wright QC MP,Attorney General,29/02/2016,The Judge Advocate General,Introductory Meeting,Attorney General's Office,,,,UK Government,106,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,07/01/2016,Association of London Welsh Lawyers,Discussion of issues relating to London Welsh lawyers,Attorney General's Office,,,,UK Government,107,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,19/01/2016,Leonard Cheshire Disability,Meeting to discuss disability hate crime issues,Attorney General's Office,,,,UK Government,108,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,27/01/2016,Chantal-Aimee Doerries QC,Introductory meeting,Attorney General's Office,,,,UK Government,109,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,22/02/2016,Solicitors Regulation Authority CEO Paul Philip,Regular meeting to discuss issues relating to solicitor regulation,Attorney General's Office,,,,UK Government,110,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,23/02/2016,Law Centres Network,Meeting to discuss current challenges for the Law Centres and the outlook for pro bono,Attorney General's Office,,,,UK Government,111,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,29/02/2016,The Judge Advocate General,Introductory Meeting,Attorney General's Office,,,,UK Government,112,
Rt Hon Jeremy Wright QC MP,Attorney General,17/09/2016,Bar Council,Annual General Meeting,Attorney General's Office,,,,UK Government,113,
Rt Hon Sir Robert Buckland KC MP,Solicitor General,16/06/2016,Bar Council,Council Meeting,Attorney General's Office,,,,UK Government,114,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,Barclays,To discuss banking,"Department for Business, Energy & Industrial Strategy",,,,UK Government,115,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,BAE Systems,To discuss defence,"Department for Business, Energy & Industrial Strategy",,,,UK Government,116,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,Trades Union Congress,Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,117,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,"Rolls Royce, Nissan, BAE Systems, Unite the Union",To discuss skills and employment.,"Department for Business, Energy & Industrial Strategy",,,,UK Government,118,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,Confederation of British Industry,Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,119,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,Association of Colleges,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,120,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,The Law Society,To discuss legal services,"Department for Business, Energy & Industrial Strategy",,,,UK Government,121,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,General Motors,To discuss employment,"Department for Business, Energy & Industrial Strategy",,,,UK Government,122,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,BAE Systems,To discuss employment,"Department for Business, Energy & Industrial Strategy",,,,UK Government,123,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,Baker Dearing Educational Trust,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,124,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,"National Endowment for Science Technology and the Arts, Warner Bros, Google, ITV, BSkyB, Arts Council England, Confederation of British Industry Microsoft UK, UK Music, Double Negative Visual Effects, Design Council, TIGA, Advertising Association, Eidos (Square Enix Group), Telegraph Media Group, Ingenious, Pact, Karmarama, Publishers Association, Creative England, Amazon UK, Association for UK interactive entertainment , Royal institute of British Architects, British Fashion Council, Sorrell Foundation, Aardman, BPI, BBC, Icon UK, Creative Skillset",To discuss skills,"Department for Business, Energy & Industrial Strategy",,,,UK Government,125,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,US Chamber of Commerce,To discuss economic growth,"Department for Business, Energy & Industrial Strategy",,,,UK Government,126,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,"Trades Union Congress, Unite the Union",Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,127,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,Royal Opera House,To discuss skills,"Department for Business, Energy & Industrial Strategy",,,,UK Government,128,
Rt Hon Sir Vince Cable,Secretary of State,01/01/2012,De La Rue,To discuss commercial security,"Department for Business, Energy & Industrial Strategy",,,,UK Government,129,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,British Chambers of Commerce,Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,130,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,General Motors,To discuss employment.,"Department for Business, Energy & Industrial Strategy",,,,UK Government,131,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,Business Advisory Group,To discuss business,"Department for Business, Energy & Industrial Strategy",,,,UK Government,132,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,British Bankers’ Association,To discuss banking,"Department for Business, Energy & Industrial Strategy",,,,UK Government,133,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,"Beko plc, Koc Group’s Consumer Durables, Archly",To discuss inward investment,"Department for Business, Energy & Industrial Strategy",,,,UK Government,134,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,The Manufacturers’ Organisation,Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,135,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,Bank of England,To discuss banking,"Department for Business, Energy & Industrial Strategy",,,,UK Government,136,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,Institute of Directors,Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,137,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,Shell,To discuss energy,"Department for Business, Energy & Industrial Strategy",,,,UK Government,138,
Rt Hon Sir Vince Cable,Secretary of State,01/02/2012,Unite the Union,To discuss employment,"Department for Business, Energy & Industrial Strategy",,,,UK Government,139,
Rt Hon Sir Vince Cable,Secretary of State,01/03/2012,Unite the Union,To discuss employment,"Department for Business, Energy & Industrial Strategy",,,,UK Government,140,
Rt Hon Sir Vince Cable,Secretary of State,01/03/2012,Confederation of British Industry,Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,141,
Rt Hon Sir Vince Cable,Secretary of State,01/03/2012,"Apache North Sea Limited, Aquaterra Energy, Bel Valves, British Gas Group, Candian Natural Resources international UK limited, Field Mason and Cole Technologies Ltd, Industrial and Marine Engineering Services, Offshore Group Newcastle ltd, Red Spider Technology ltd, Saipem, Schlumberger Olifield UK plc, Siemens plc, Total Exploration and Production UK ltd, Oil and Gas UK, KCA Deutag, Shell UK Limited, ConocoPhillips, General Electric, SLP Engineering, OSBIT Power,",To discuss energy,"Department for Business, Energy & Industrial Strategy",,,,UK Government,142,
Rt Hon Sir Vince Cable,Secretary of State,01/03/2012,European Investment Bank,To discuss banking,"Department for Business, Energy & Industrial Strategy",,,,UK Government,143,
Rt Hon Sir Vince Cable,Secretary of State,01/03/2012,Universities UK,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,144,
Rt Hon Sir Vince Cable,Secretary of State,01/03/2012,Statoil,To discuss business,"Department for Business, Energy & Industrial Strategy",,,,UK Government,145,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Hewlett Packard,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,146,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,University of Edinburgh,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,147,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Atomium Culture,To discuss research and innovation,"Department for Business, Energy & Industrial Strategy",,,,UK Government,148,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Universities College Union,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,149,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Sanofi Aventis,To discuss life sciences,"Department for Business, Energy & Industrial Strategy",,,,UK Government,150,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,"Chemical Industries Association, Dow Chemical Company",To discuss science and skills,"Department for Business, Energy & Industrial Strategy",,,,UK Government,151,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,"Manchester University, Leeds University, Newcastle University, Birmingham University, Exeter University",To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,152,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Research Access Group,General catch up,"Department for Business, Energy & Industrial Strategy",,,,UK Government,153,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,London School of Economics,General catch up,"Department for Business, Energy & Industrial Strategy",,,,UK Government,154,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Roche,Introductory meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,155,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,GlaxoSmithKline,Introductory meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,156,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,University Alliance,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,157,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Shott Consulting,To discuss life sciences,"Department for Business, Energy & Industrial Strategy",,,,UK Government,158,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,"Bioindustry Association, Circassia, Syntaxin, Biotica",To discuss science and research,"Department for Business, Energy & Industrial Strategy",,,,UK Government,159,
The Rt Hon. the Lord Willetts,Minister of State,01/01/2012,Bristol Myers Squibb,Introductory meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,160,
The Rt Hon. the Lord Willetts,Minister of State,01/02/2012,"Chartered Institute of Personnel and Development, Consultative Committee of Accountancy Bodies",Regular meeting,"Department for Business, Energy & Industrial Strategy",,,,UK Government,161,
The Rt Hon. the Lord Willetts,Minister of State,01/02/2012,Council for Administration,To discuss apprenticeships,"Department for Business, Energy & Industrial Strategy",,,,UK Government,162,
The Rt Hon. the Lord Willetts,Minister of State,01/02/2012,Committee of University Chairs,To discuss higher education,"Department for Business, Energy & Industrial Strategy",,,,UK Government,163,
The Rt Hon. the Lord Willetts,Minister of State,01/02/2012,Eisai,To discuss life sciences,"Department for Business, Energy & Industrial Strategy",,,,UK Government,164,
